TimeDeath     ID      Tj      Df      Dd      Db
493     896     298     0     195     195     ET
493     895     298     0     195     195     ET
493     866     289     6     198     204     ET
493     899     304     0     189     189     ET
493     925     309     0     184     184     ET
493     923     309     2     182     184     ET
493     917     308     0     185     185     ET
493     912     307     0     186     186     ET
493     907     307     9     177     186     ET
493     950     320     0     173     173     ET
493     968     326     0     167     167     ET
493     959     325     0     168     168     ET
493     960     325     0     168     168     ET
493     975     330     0     163     163     ET
493     971     330     1     162     163     ET
493     953     325     4     164     168     ET
493     67     24     316     153     469     ET
493     992     343     0     150     150     ET
493     990     343     0     150     150     ET
493     989     343     3     147     150     ET
493     997     346     0     147     147     ES
493     987     343     4     146     150     ET
493     978     341     0     152     152     ET
493     996     346     0     147     147     ES
493     39     13     0     480     480     ET
493     22     9     0     484     484     ET
493     27     11     0     482     482     ET
========================= Alien Win =========================
======================================== For Earth Army ===========================
total number of ES---> 351
total number of ET---> 335
total number of EG---> 268
percentage of destructed ES----> 100
percentage of destructed ET----> 100
percentage of destructed EG----> 100
percentage of total destructed Earth units----> 100
percentage of total Healed units----> 12.4738
Average of Df---> 15
Average of Dd---> 120
Average of Db---> 135
Df/Db % ----> 11.3028
Dd/Db % ----> 88.6972
======================================== For Alien Army ===========================
total number of AS---> 259
total number of AD---> 328
total number of AM---> 358
percentage of destructed AS----> 0
percentage of destructed AD----> 0
percentage of destructed AM----> 0.558659
percentage of total destructed Alien units----> 0.21164
Average of Df---> 1
Average of Dd---> 67
Average of Db---> 68
Df/Db % ----> 1.45985
Dd/Db % ----> 98.5401
======================================== For Bonus =============================
Percentage of Total Infected Units---> 28.205128%
